Name	Ratio	Tags
DISTRAINT 2	92.01%	10001100011001010001000000
FAITH	92.01%	11111000010001010110000001
Baldi's Basics Plus	92.01%	10000000000000000000000000
The Riftbreaker: Prologue	91.99%	10100111100000000110000000
GemCraft - Chasing Shadows	91.99%	10101001010010100000000000
I wanna be the Creator	91.99%	10101100010011000000100000
Shadows Over Loathing	91.99%	00001100110010010000000000
Higurashi When They Cry Hou - Ch.1 Onikakushi	91.98%	10011100011000010001000010
daydream ???	91.98%	01000000010000000000000000
A Plague Tale: Innocence	91.97%	00101100001010010000000000
Empires of the Undergrowth	91.97%	00001011000000000000010000
OnlyCans: Thirst Date	91.97%	11001010000100000010001100
Total Annihilation	91.96%	00101001001000000000100000
Pentiment	91.96%	00011100110000010100000000
Hotline Miami 2: Wrong Number	91.95%	10101000011001000000000101
FAR: Lone Sails	91.95%	10101100001010010100000000
The Past Within	91.94%	10000100011110010000100000
AMID EVIL	91.93%	00101000001000101000001001
Animal Revolt Battle Simulator	91.93%	00111011000100000000000000
REFLEXIA Prototype ver.	91.93%	01010000010000010001000010
House	91.93%	10101100011011000000000000
Choice of Robots	91.92%	10001000100000010000000000
Farm Together	91.91%	00011010000000000001100000
Little Inferno	91.91%	10011100011010010000000000
Spark the Electric Jester 3	91.91%	10101000000100101100000000
Flowers -Le volume sur automne-	91.91%	00011100000000010000000010
Hogwarts Legacy	91.90%	00101100101010110100000000
DOOM II	91.90%	00101000000001000000101001
Little Busters! English Edition	91.90%	00011110000000010001000010
Cyber Manhunt	91.89%	10011010111010010000010000
Crazy Machines 3	91.89%	00011011000010000000100000
Love Delivery	91.89%	10011010010000010001010010
Epic Battle Fantasy 3	91.89%	10111101110000100011000010
????????????	91.89%	01000000000000000000000010
The Secret of Monkey Island: Special Edition	91.88%	00001100011011010000000000
Spaceflight Simulator	91.88%	10001010011000000100010000
Long Live The Queen	91.87%	10001011110000110001000010
The Stanley Parable: Ultra Deluxe	91.85%	00011100001100010100001000
The Life and Suffering of Sir Brante &mdash; Chapter 1&amp;2	91.85%	00000111111000110000000000
Duck Simulator 2	91.85%	01100110110111000000001100
Return to Shironagasu Island	91.82%	10011100001000010000000010
Freddy Fazbear's Pizzeria Simulator	91.81%	10000000000000000000000000
Project Wingman	91.81%	10101010000000010000101101
a new life.	91.81%	10001000001000010001000000
Door Kickers: Action Squad	91.80%	10111001010001000000100001
Reventure	91.80%	10001100010001000100000000
Creeper World 4	91.80%	00101011000100010000100000
Trick &amp; Treat	91.80%	10111100110011000011000010
Project Arrhythmia	91.80%	10101000010000000000110110
Descenders	91.78%	00100010000000000000100000
LIMBO	91.77%	10111100011010000000000000
Bean Battles	91.77%	10100000001000010000100001
Letters From a Rainy Day -Oceans and Lace-	91.77%	00001100010000000001000010
The Lab	91.75%	00111111001010000010101001
Touhou&nbsp;Hero&nbsp;of&nbsp;Ice&nbsp;Fairy	91.74%	10101100110000010001010011
Door Kickers	91.73%	10101011010010000000100001
Not For Broadcast	91.73%	10001110001000010000001000
Mosaique Neko Waifus 4	91.73%	00011000110010001001000010
DR LIVESEY ROM AND DEATH EDITION	91.73%	00101100111000000000000000
Enigmatis 2: The Mists of Ravenwood	91.73%	10011100011010110000000000
Kindred Spirits on the Roof	91.73%	00011100000000010001000010
TROUBLESHOOTER: Abandoned Children	91.72%	00000001110100010000000010
Lunistice	91.72%	00001000000101001001000100
Mass Effect 2 (2010)	91.71%	00101100101000010000000001
Rise of Nations: Extended Edition	91.71%	00101011001000000000100000
Bitburner	91.71%	01001011100010000010000000
Leap of Faith	91.71%	10001000100100010000000000
EARTH DEFENSE FORCE 5	91.70%	00101000000000000000100011
Beat Hazard	91.70%	10111000010000001000100101
Epistory - Typing Chronicles	91.70%	10101100101000011100000000
Serious Sam Classic: The First Encounter	91.70%	10101100001000000000101001
Risk of Rain	91.68%	10101000110001000000100000
Total War: WARHAMMER II	91.67%	00101001001000110000100000
NEKOPARA Vol. 0	91.67%	10011000010000010001001010
Labyrinth City: Pierre the Maze Detective	91.67%	10011100000010001101000000
SNKRX	91.66%	00110000010000000000000101
Death Trash	91.66%	00001000101001010100010000
Island Saver	91.66%	10111100000000101011101001
Tree Simulator 2022	91.66%	10111110000000010000100000
????? Things as They Are	91.66%	00000000010000000001000010
The Great Ace Attorney Chronicles	91.65%	00001100000110010000000010
Halo: The Master Chief Collection	91.63%	00101100001000010000101001
The Ditzy Demons Are in Love With Me	91.63%	00011100010000010001000011
Resonance of the Ocean	91.63%	11011100011010010111000010
Toree 2	91.63%	00100100001101001101000010
Hitman: Blood Money	91.62%	00101011001010000000001001
Micro Platformer	91.62%	11101000010001000010010000
Warsim: The Realm of Aslona	91.62%	10001011100000100100010000
Capybara Spa	91.62%	00011010000100001001000000
A Taste of the Past	91.62%	01000100011000001101000010
Blackwell Epiphany	91.62%	10001100010001010000000000
Sudocats	91.62%	10011000010010001001000000
This War of Mine	91.61%	10001011001000010000000000
Narcissu 1st &amp; 2nd	91.61%	10011100011000010011000010
Turnip Boy Commits Tax Evasion	91.60%	10111100110011010101000000
Freedom Planet	91.60%	10101100010001010001000010
BirdGut	91.60%	11011100010010000010000000
The Crown of Leaves	91.60%	10011100011010111000000000
Klonoa Phantasy Reverie Series	91.60%	00111100010001101001000010
Necesse	91.59%	00101100111001000100110000
What Never Was	91.59%	11011100001010110110001000
Tiny Snow	91.58%	10010100000000000001000010
The Procession to Calvary	91.58%	10101100010010010000000000
The Legend of Heroes: Trails of Cold Steel	91.57%	00101100100000110001000010
When The Past Was Around	91.57%	00011000011010011001000000
The Legend of Tianding	91.56%	00101000011000010000000010
Starbound	91.55%	10100100111001000100100000
ShellShock Live	91.55%	10111001010000001000110001
Sonic Frontiers	91.55%	00101100000100111100000000
Sonic &amp; All-Stars Racing Transformed Collection	91.55%	00101100000000001000100100
Teenage Mutant Ninja Turtles: Shredder's Revenge	91.55%	10000000000000000000000000
Transmissions: Element 120	91.55%	10101100001010000010101001
Heat Signature	91.55%	10101101010000000000000000
Doom &amp; Destiny	91.55%	10001101110001100000000000
Scrap Mechanic	91.54%	10101110000000000000111000
MX Bikes	91.54%	00000010000100000000111000
Max Payne 2: The Fall of Max Payne	91.54%	00101100001000010000000001
Crawl	91.54%	10101000110001100000100000
The Red Strings Club	91.53%	10001100011011010000000000
Mandagon	91.53%	10011100011011010110100000
Wandersong	91.53%	10010100010000011101000000
The Coma 2: Vicious Sisters	91.53%	10101100011000010100000010
CrossCode	91.51%	10101100110011010000000010
Ever Seen A Cat?	91.51%	00011000010000001101000000
Loop Hero	91.50%	10000100110001110000000000
The Swapper	91.50%	10101100011010010100000000
I Wanna Maker	91.50%	11111100010001101010110100
My Brother Rabbit	91.50%	10011100010010010000000000
Insomnia: Theater in the Head	91.50%	10011010011010001000000000
killer7	91.49%	00101100001000010000001011
Akane	91.49%	10111000010001000000000100
Misao: Definitive Edition	91.49%	10011100011011000100000010
Sven Co-op	91.48%	00110000000110000010001001
Space Rangers HD: A War Apart	91.48%	00101111111000000000000100
Mushroom Cats	91.48%	11010100010000000011000000
Quake III Arena	91.47%	00101000001000000000101001
No Time	91.47%	10101010000000010000011000
The Darkside Detective: A Fumble in the Dark	91.47%	00010100011011010100000000
OLDTV	91.46%	10011000011010000010000100
DRAMAtical Murder	91.46%	00001100010000010000000010
Heartbound	91.46%	10101100111011010001010000
Parkitect	91.45%	00011011000000001001100000
Mini Healer	91.45%	10111000110001100000010000
Super Lesbian Animal RPG	91.45%	10001000110001111001000000
Orcs Must Die! 2	91.44%	10101101100000100000100001
The Good Time Garden	91.44%	11011000011000000111000000
Mhakna Gramura and Fairy Bell	91.44%	10011000010000110001000010
Spec Ops: The Line	91.43%	00101100001000010000100001
Otaku's Adventure	91.43%	10000000000000000000000000
WORLD OF HORROR	91.43%	00000100111001000000010010
Google Earth VR	91.43%	00011110000000000110100000
Murder House	91.43%	10000100000100000000000000
There is No GreenDam	91.43%	01010100110000000011000010
A Summer's End - Hong Kong 1986	91.43%	10000000000000000000000000
Zeepkist	91.43%	10100000000100001001110100
DRAGON BALL Z: KAKAROT	91.42%	00101100101000110000100010
Gaokao.Love.100Days	91.42%	10010110000000000001000010
Linelight	91.42%	10110100000010000000000000
Hacknet	91.41%	10001110011000010000000000
System Shock 2	91.41%	00101000101000010000001001
The House in Fata Morgana	91.41%	10001100011000010000000010
"one night, hot springs"	91.41%	11011010011000010011000010
F.E.A.R.	91.40%	00101100001000010000001001
FINAL FANTASY IX	91.40%	00101100101000110100000010
Zodiacats	91.40%	10011000011010001001000000
Death's Door	91.39%	10000000000000000000000000
9-nine-:Episode 4	91.39%	00011000010000111000000010
Mass Effect (2007)	91.37%	00101100101000010000000001
Enderal: Forgotten Stories	91.37%	00101100101000110110001000
Lost Judgment	91.37%	00100100000000000000000000
Meltys Quest	91.37%	10001100110000100001000010
Magical Girl Celesphonia	91.37%	10001100100000000000000010
?? Inorikaze	91.37%	00000000000000000000000010
Karryn's Prison	91.36%	10000000000000000000000000
????? - Towards Future	91.36%	01000000010000000001000010
Farming Simulator 17	91.35%	00001011000000000000101000
SHENZHEN I/O	91.35%	10001010010010000000000000
Life is Strange: Before the Storm	91.34%	10101100001000010000000000
Shakes and Fidget	91.34%	10011101100000110010100000
Zup!	91.34%	10111001010010000001000100
FrostRunner	91.34%	11101000000000000010001000
Football Manager 2021	91.33%	00001011000000000000100000
Library Of Ruina	91.33%	10101001110000010000000010
Cat Goes Fishing	91.33%	10111110010010000001100100
Heavenly Bodies	91.33%	10101110001010000000000000
Tribal Hunter	91.32%	10111000000001101001000010
DEEP SPACE WAIFU: NEKOMIMI	91.32%	10110000000000000000000010
Night in the Woods	91.31%	10001100011000011101000000
Alien: Isolation	91.30%	00101100001000000000001001
Worms Armageddon	91.30%	00101101010000000000100000
Unavowed	91.30%	10001100011001010000000000
Card Survival: Tropical Island	91.30%	10001111000000000000110000
The Messenger	91.29%	10101100010001000000000000
Dictators:No Peace Countryballs	91.29%	10010011010000000000100000
Skul: The Hero Slayer	91.28%	10101100010001110001100000
Five Nights at Freddy's 2	91.28%	10000000000000000000000000
Higurashi When They Cry Hou - Ch.3 Tatarigoroshi	91.28%	10001100011000010001000010
Brick Rigs	91.27%	00101010000000000000111000
"Cook, Serve, Delicious!"	91.27%	00111011010000000001000100
Torchlight II	91.26%	10101100101000100000100000
Northern Journey	91.26%	00101100001000101100001001
Hidden in Plain Sight	91.26%	10110000000000000000000000
Propagation VR	91.25%	10101000000000000010101001
???? ??????	91.25%	00000000000000000001000010
SENRAN KAGURA ESTIVAL VERSUS	91.24%	00101000000000010001100010
Brigador: Up-Armored Edition	91.24%	10101000000000000000000001
The Chrono Jotter	91.24%	10000100001010010100000010
Utawarerumono: Mask of Truth	91.24%	00000111100100010000000010
Acquitted	91.24%	10111000000000000000000001
Days Gone	91.23%	00101100000000010000100000
GORN	91.23%	10101000000000000000111000
Prodeus	91.23%	10111100000001000000011001
Last Command	91.23%	10101000110001000000000110
Soda Dungeon 2	91.22%	10111111110001100010000000
Mosaique Neko Waifus 2	91.22%	00011000110010001001000010
Serious Sam Classic: The Second Encounter	91.22%	10101100000000000000101001
OCTOPATH TRAVELER II	91.22%	00011101101001110001000010
Sonic Mania	91.21%	00111100010001001000100100
Penko Park	91.20%	00010100001000001101000000
Hyper Light Drifter	91.19%	10101100111001101100000000
Eleven Table Tennis	91.19%	00010010000000000000100000
Crab Game	91.18%	01110000000100000010101100
Barotrauma	91.18%	00101011010000000000110000
Planescape: Torment: Enhanced Edition	91.18%	00001101111000110000000000
CBT With Yuuka Kazami	91.18%	00011000010000001001000010
Scalak	91.18%	10010000000010000000000000
ElecHead	91.18%	10101100010011000001000000
Momodora: Reverie Under the Moonlight	91.17%	00100000011001101101000010
Wingspan	91.17%	00011001010000000001100000
Toree 3D	91.17%	00100000000101001101000010
Brutal Orchestra	91.17%	10000001111001011001000000
The Complex: Found Footage	91.16%	11001100001100010110101000
Treasure of Nadia	91.16%	00001100100100010000000000
Tangle Tower	91.16%	10001100011010010100000000
Mushihimesama	91.16%	00101000010000000000000111
The Advisor - Episode 1: Royal Pain	91.16%	00000000100000010000000000
DDraceNetwork	91.15%	11101000010010000010100000
Cave Crawler	91.15%	11111100011101100010101001
The Jackbox Party Pack 6	91.15%	10011000000000000000100000
GUILTY GEAR Xrd REV 2	91.14%	00101000010000010001100110
Baldi's Basics Classic Remastered	91.14%	10000000000000000000000000
"OH MY GOD, LOOK AT THIS KNIGHT"	91.14%	10101100110000000011000000
Quickie: A Love Hotel Story	91.14%	00011010010100010001010010
The Darkside Detective	91.13%	10011100010011010000000000
Hentai Girl Karen	91.12%	10011010100010000000000010
?? The Lost We Lost	91.11%	00000000000000000000000010
Roboquest	91.10%	10101000000000001000111001
Turbo Overkill	91.10%	10111000000001000000011001
Waltz of the Wizard (Legacy demo)	91.10%	10001110000000000010000000
The Jackbox Party Pack 2	91.09%	10010001000000000000100000
Tales From Off-Peak City Vol. 1	91.09%	00000100001000011100001000
Roadwarden	91.08%	10000100101001110000000000
Among Us	91.07%	00110000010000001000100000
Dungeon Warfare	91.07%	10001001010001000000000000
Shotgun Witch	91.07%	01101100010001001011000011
Viscera Cleanup Detail	91.06%	10011110000000000000101000
World of Goo	91.06%	10011001011010010001000000
Gato Roboto	91.06%	10101100010001000101000000
Soda Dungeon	91.05%	10111101110001100010100000
Half-Life 2: DownFall	91.05%	00101000001000000010101001
Timberman	91.04%	10111000010001000000100100
Rusty Lake Paradise	91.04%	10001100011010010000000000
Spooky's Jump Scare Mansion: HD Renovation	91.04%	10000000000000000000000000
Dungeon Alchemist	91.04%	00001000111100100000010000
Thomas Was Alone	91.03%	10011100011010011000000000
Learn to Fly 3	91.03%	10011011010010000011000100
Samorost 3	91.03%	00011100011010110001000000
Hyperdimension Neptunia Re;Birth3 V Generation	91.03%	00101101100000110001000010
Escape Simulator	91.01%	10011010001010010100101000
60 Seconds! Reatomized	91.01%	10011111000000000000000000
Braid	91.01%	10011101011010010000000000
Moss	91.01%	10111100001010100001001000
Sleeping Dogs: Definitive Edition	91.00%	00101100001000010000100001
Zenge	91.00%	10011000011010000000000000
Zuma Deluxe	90.99%	10111001010010001001000101
Software Inc.	90.98%	10011011000000000000010000
Children of Silentown: Prologue	90.98%	00000100011010111001000000
Florence	90.97%	10011100010000011001000000
Alien Shooter	90.97%	10101000101000000000000101
Cloud Gardens	90.97%	10011010001110000000010000
Grim Legends: The Forsaken Bride	90.97%	10011100011010111000000000
The House in Fata Morgana: A Requiem for Innocence	90.97%	00000100000000010000000010
Spelunky 2	90.96%	10100000010000000001000000
